,V,A,D,text
6860,0.6,0.55,0.55,"""A great artist will grace this world, then?"""
6861,0.5,0.5,0.4,"Tucker was the oldest boy in the playground, and the one who decided the rules of the game."
6862,0.44999999999999996,0.55,0.5,Iraqi health minister seized in raid
6863,0.6675,0.5825,0.6675,"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence."
6864,0.6,0.55,0.55,"“Yes,”"
6865,0.5,0.5,0.5,"The ornate, picturesque temple dates from the Ming Dynasty (1368–1644) and is the oldest building in Macau."
6866,0.5,0.4,0.5,"Kate 25. Nov, 2009 at 3:37 pm"
6867,0.30000000000000004,0.44999999999999996,0.44999999999999996,Chrysler's Valentine's Day massacre
6868,0.5,0.5,0.5825,"“Down past the Emerald Lounge, second door on the left. All hours.”"
6869,0.5,0.44999999999999996,0.44999999999999996,"Farther out, both north and south, are the sweeping curves of the Royal and Grand Canals."
6870,0.25,0.55,0.6,'Can't do this anymore'? Not Jack
6871,0.5,0.6,0.5,"In an unprecedented move, the auction proceeds were split by the U.S. Mint and a London coin dealer, Stephen Fenton, who had won that right in court after having been arrested by Secret Service agents for trying to sell the coin in the Waldorf-Astoria Hotel in Manhattan in 1996."
6872,0.5,0.5,0.5,We reach out to kids -- especially those from disadvantaged neighborhoods where the risks are highest.
6873,0.44999999999999996,0.44999999999999996,0.55,Iraq unveils new security plans
6874,0.44999999999999996,0.55,0.5,"But for each girl served, more are left unserved."
6875,0.4175,0.5,0.6675,We aren't angels.
6876,0.5,0.4375,0.625,"Let me talk to her."""
6877,0.55,0.55,0.5,"""Only if you feel no regret,"" he said."
6878,0.5,0.6,0.7,Don't blow this.
6879,0.5,0.5,0.5,He knew it was too late to explain that he was trying to get a smile out of Roy.
6880,0.44999999999999996,0.5,0.44999999999999996,"Allan crouched over his desk once more, pen in hand and mind blank."
6881,0.55,0.55,0.5,"Sarah transferred the glass to my free hand and pulled me away from the bar for more introductions, with Alexis trailing after us."
6882,0.6,0.55,0.5,You loved her.
6883,0.4,0.6,0.55,The drug lords who claimed responsibility said they would blow up the Bogota newspaper's offices if it continued to distribute in Medellin.
6884,0.5,0.5,0.5,He parked and got out.
6885,0.2925,0.5425,0.4175,"These well-intentioned efforts ultimately failed, leaving thousands with shattered dreams and a distinct lack of trust in fellow humankind."
6886,0.44999999999999996,0.5,0.44999999999999996,Isn’t that really worth at least a nickel a day?
6887,0.5,0.4175,0.5,Adrienne focused on Zheng.
6888,0.4,0.55,0.55,7) Buell shooting in Flint.
6889,0.5,0.5,0.55,"""personal and official relationship with Chang under circumstances where you knew that he was attempting to ingratiate himself, in part through a pattern of attempts to provide you and those around you with gifts over a period of several years."""
6890,0.5,0.4,0.44999999999999996,Karnes was the personnel and classification officer.
6891,0.5,0.5,0.5,"'Cravings' still there, sez Tara"
6892,0.5,0.5,0.65,"A COPY OF THE LATEST REGISTRATION AND FINANCIAL INFORMATION FILED BY THE HSUS MAY BE OBTAINED BY CONTACTING THE HSUS, 2100 L ST."
6893,0.55,0.5,0.5,"Sincerely,"
6894,0.55,0.55,0.55,It doesn't have to be a workout: you can just toodle around town and look at stuff.
6895,0.5,0.44999999999999996,0.5,"This then translated down into the world of fashion, as seen with the distinction between black and white clothing, as well as art, namely photography but also film and as discussed before architecture and gallery space."
6896,0.5,0.5,0.5825,Something in his tone couldn’t be disbelieved.
6897,0.75,0.6,0.55,"“It is an honor to meet you, Lady Isis,” I said."
6898,0.5,0.4,0.6,"The New Territories can be explored by taking the Kowloon–Canton Railway (KCR), which makes 10 stops between the station in Kowloon and Sheung Shui, the last stop before entering China."
6899,0.5,0.44999999999999996,0.44999999999999996,The State Department and American officials in Cairo have issued diplomatically phrased protests of Ibrahim's trial and sentence.
6900,0.4575,0.5,0.5,"Instead, it looked like we were in the red-light district: women who probably wanted more than our money eyed us from the alleys."
6901,0.44999999999999996,0.6,0.5,"Roy!"" Chad called, but his voice would only whisper"
6902,0.5,0.5,0.5,"In 1903, officials of the San Pedro, Los Angeles, and Salt Lake Railroad arrived in Las Vegas, eager to secure a right-of-way for their Los Angeles–Salt Lake connection."
6903,0.5,0.5,0.5,"This model is reasonable because patrollers and foragers change their explored territory from day to day, even though they do retain some more commonly chosen paths (Gordon, 45)."
6904,0.5,0.4375,0.5625,"The fort, built by the Jesuits in the 17th century as a defense against the Dutch, was largely destroyed by the same fire that burned St. Paul’s."
6905,0.35,0.44999999999999996,0.4,"His hair was slightly unkempt after his sleepless night, and his clothing had a rumpled look as if, by mere proximity, it had taken on the aspect of his weariness."
6906,0.44999999999999996,0.6,0.55,"With your increased commitment, we can intensify our campaigns to protect species that are in grave peril by both the loss of habitat and the illegal trading in animal parts."
6907,0.4,0.5,0.4,"""I had a young man come up to me three years ago and say, 'Mr. Starke, I'm tired of going to bed at night with a Tech-9 gun under my pillow."""
6908,0.5,0.4375,0.5,"Sincerely,"
6909,0.65,0.5,0.55,Technology may save India's river dolphins
6910,0.5,0.30000000000000004,0.4,This place is just a little of both.
6911,0.44999999999999996,0.55,0.55,Asian nations urge Myanmar reform
6912,0.5,0.5,0.5,None
6913,0.30000000000000004,0.55,0.44999999999999996,"What is even more shocking, is that more than 30 million animals die these cruel, painful deaths each year ..."
6914,0.375,0.4375,0.5,"No one knows for sure now (although many think they do), and perhaps no one ever will know the whole truth."
6915,0.5,0.5,0.6,I removed all the turf from my property and replaced it with vines and perennials.
6916,0.5,0.5,0.5,"Lumpy 22. Oct, 2009 at 3:14 pm"
6917,0.7925,0.8325,0.5425,"""Tarrin says the planet's a freaking gemstone!"
6918,0.44999999999999996,0.44999999999999996,0.44999999999999996,"How long until all you remember is this, the ship, the thick red carpeting, the chandeliers, the empty conversations you hold with the other shells who used to be people?"
6919,0.4,0.6,0.55,"Tarrin, no doubt with orders from Mason, was questioning her command decisions."
6920,0.5,0.5,0.5,"When lay theories were assessed first, this result reversed."
6921,0.625,0.625,0.625,"His best season came in 2000 with the Reds, when he hit .316 with 13 homers and 56 RBI."
6922,0.5,0.5,0.5,Part of the fortress has been converted and is now used as a luxury inn.
6923,0.4,0.5,0.55,"United carbon offset disappointment April 27, 2009 9:08 AM"
6924,0.25,0.8325,0.5825,“disturbed and agitated”
6925,0.6,0.44999999999999996,0.44999999999999996,Hong Kong has many attractions that appeal to children of all ages.
6926,0.44999999999999996,0.55,0.55,Now calm down while I talk to this gentleman.
6927,0.5,0.5,0.44999999999999996,Shouldn’t you learn the art of photographing subtle winter light?
6928,0.35,0.4,0.4,“We don't know how or why he left.
6929,0.44999999999999996,0.55,0.6,“Remember? Alexis left.”
6930,0.55,0.5,0.55,"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people."
6931,0.55,0.6,0.6,Female astronaut sets record
6932,0.5,0.44999999999999996,0.5,The door was on that side and Mrs. Rayburn.
6933,0.5,0.5,0.55,"The statues, the existence of which had not been publicly known before, were displayed in Torricelli's Senate office."
6934,0.35,0.44999999999999996,0.55,Life in Gaza steadily worsens
6935,0.5,0.5,0.5,Advantage Cardinals with Suppan in Game 4
6936,0.5,0.44999999999999996,0.6,Earline S. Moore President
6937,0.5,0.55,0.6,Baseball: Rogers enjoys his muddied streak
6938,0.625,0.625,0.75,"The editor says no, only those that are relevant."
6939,0.5,0.30000000000000004,0.4,8) Taliban and American aid.
6940,0.5,0.4375,0.5,'s Kingsbridge Capital Group and Cara Operations Ltd.
6941,0.5,0.5,0.5,Mr. Reupke was one of three executives on Reuters's eight-person executive committee who didn't also serve on the company's board of directors.
6942,0.5,0.5,0.5825,End of story.
6943,0.4,0.6,0.55,"When the economic interests of producers, retailers and consumers are horsewhipped by states doing the bidding of wholesales who receive more government protection and welfare from the state than any other industry in america, you might expect them to fight back."
6944,0.5,0.5,0.5,"Your gift of at least $5 or $10 or even $15, will help The HSUS save millions of animals."
6945,0.5,0.4,0.4,"Generally, they are halved lengthwise, the seeds and fibrous pulp removed and the flesh sliced into crescents."
6946,0.5,0.5,0.5,"In the excerpt from said interview, we can see that it is from March."
6947,0.35,0.6,0.6,Cisco sues Apple over iPhone name
6948,0.44999999999999996,0.5,0.55,"When our drinks came, he poured a dollop of something from an inner pocket into my Bloody Mary."
6949,0.55,0.44999999999999996,0.5,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.
6950,0.5,0.5,0.44999999999999996,"So it's not just a matter of knowing when to jump off the Vampire merry-go-round, it's knowing when (and where) to jump back on."
6951,0.5,0.5,0.5,"As mentioned, the first theme, the beginning of which is reproduced in Example 8, contains two head motives: the first is the tritone-spanning ascent that appears in the first measure, and the second is an iteration of the interval cell (+5, -2, +5) that appears in the second through third measures."
6952,0.4,0.55,0.44999999999999996,Since I live in Texas Ill have to resort to buying O'Douls and Welchs grape juice after the Baptists take control of the law in the State legislature.
6953,0.55,0.44999999999999996,0.44999999999999996,"For more than 60 years, caring and concerned wildlife lovers like yourself have supported our mission to educate, inspire and assist individuals and organizations to conserve wildlife and other natural resources and to protect the earth’s environment in order to achieve a peaceful, equitable and sustainable future."
6954,0.5,0.5,0.5,Desperate Iraqi mother relies on militia for help
6955,0.5,0.44999999999999996,0.44999999999999996,"Please, make your contribution today."
6956,0.5,0.5,0.55,"The first to really do so was Steve Wynn, a Las Vegas resident and owner of the Golden Nugget."
6957,0.7,0.55,0.55,"Not only did I have a lot of fun with my Big Sister, but I learned a lot from her too."
6958,0.4,0.65,0.55,"By making his announcement in this public way, Lebron has only heaped more pressure on himself."
6959,0.5,0.5,0.5,"It was not until 1829 that Rafael Rivera, a Mexican scout, found a spring-fed valley and dubbed it Las Vegas — a Spanish name that leaves many modern visitors wondering exactly where “the meadows” really lay."
6960,0.7,0.55,0.6,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts."
6961,0.6,0.6,0.6,"In anticipation of the start-up of its new factory, the company said a larger-than-normal chassis supply has been built to carry it through the transition period."
6962,0.55,0.44999999999999996,0.44999999999999996,"Allan exhaled and leaned back into the chair, his face relaxing in imitation of his thoughts."
6963,0.5,0.55,0.6,"I must admit, this seems far-fetched, even by your standards – even your Nathan might have difficulty believing you."""
6964,0.4,0.5,0.75,No snacking
6965,0.5,0.5,0.75,"""If our strategy were anything but to be on the leading edge, we'd have put the plant in Asia."""
6966,0.625,0.5625,0.5625,Gourmets award Macau high marks for dependable Chinese cooking with an exotic bonus: Portuguese food and wines.
6967,0.4175,0.5,0.5,"“Okay,”"
6968,0.6,0.55,0.55,"What’s more, you’ll receive FREE MEMBERSHIP in your local chapter -there are more than 500 Audubon chapters nationwide — with access to field trips and activities everyone in your family will enjoy."
6969,0.5,0.44999999999999996,0.55,"In 1576 Pope Gregory XIII created the Macau diocese, covering all of China and Japan."
